x1,y1,x2,y2,Class,image,Probability
117,15,723,513,184_7,00557.jpg,0.8132372
54,49,528,336,82_7,00558.jpg,0.9107661
20,65,612,409,162_1,00559.jpg,0.9539288
7,85,250,191,107_6,00560.jpg,0.98300743
151,169,573,425,21_1,00561.jpg,0.9988827
65,95,368,241,59_6,00562.jpg,0.99356866
9,78,899,520,130_5,00563.jpg,0.9926918
45,86,600,355,72_1,00564.jpg,0.99304813
187,117,649,492,183_6,00565.jpg,0.6497616
520,373,1582,1043,29_6,00566.jpg,0.95642906
19,34,247,159,92_0,00567.jpg,0.9767149
30,128,402,307,138_0,00568.jpg,0.41968852
25,234,1179,675,58_0,00569.jpg,0.95094424
10,44,239,193,125_6,00570.jpg,0.9689687
18,34,255,182,131_7,00571.jpg,0.99658054
78,245,896,604,183_8,00572.jpg,0.5241926
141,525,1803,1854,170_0,00573.jpg,0.831086
117,95,612,362,82_1,00574.jpg,0.69365484
13,75,632,446,121_0,00575.jpg,0.98695564
20,24,232,156,119_8,00576.jpg,0.79310477
51,97,669,286,71_6,00577.jpg,0.99515116
177,229,931,789,12_0,00578.jpg,0.9938246
71,82,368,267,33_6,00579.jpg,0.6379227
49,241,1573,1075,191_6,00580.jpg,0.9589543
310,322,1121,691,49_6,00581.jpg,0.96480775
2,11,222,115,138_6,00582.jpg,0.8991783
107,66,566,314,193_7,00583.jpg,0.6725605
133,95,827,540,185_4,00584.jpg,0.5274625
388,220,1340,975,89_6,00585.jpg,0.9959408
31,105,246,194,190_4,00586.jpg,0.5737773
23,90,504,289,152_3,00587.jpg,0.9997352
12,56,247,155,76_8,00588.jpg,0.8223744
41,140,558,325,41_8,00589.jpg,0.9883286
9,16,299,204,181_7,00590.jpg,0.5808674
66,36,573,446,50_2,00591.jpg,0.5467075
62,128,615,389,34_6,00592.jpg,0.7172248
13,31,245,155,80_0,00593.jpg,0.84854776
33,85,596,395,174_8,00594.jpg,0.9655817
91,143,582,410,69_8,00595.jpg,0.91937405
9,53,212,132,123_1,00596.jpg,0.9900802
62,162,607,458,75_6,00597.jpg,0.97769475
25,84,280,198,28_5,00598.jpg,0.9430487
33,56,408,294,186_7,00599.jpg,0.948805
47,14,360,181,20_1,00600.jpg,0.9530275
28,55,974,675,63_6,00601.jpg,0.9429746
29,24,591,388,20_0,00602.jpg,0.99853015
4,16,213,118,16_3,00603.jpg,0.75066906
59,155,734,459,77_7,00604.jpg,0.8752467
117,376,1610,1048,160_5,00605.jpg,0.9449201
99,72,894,675,98_6,00606.jpg,0.86931455
73,195,570,449,59_7,00607.jpg,0.85978216
254,283,922,469,150_4,00608.jpg,0.97223544
19,33,223,128,123_6,00609.jpg,0.98675716
395,247,1812,1254,145_6,00610.jpg,0.85930717
19,83,618,384,80_9,00611.jpg,0.9488295
33,98,594,391,79_0,00612.jpg,0.95299184
24,72,589,481,169_1,00613.jpg,0.864121
1,18,1022,692,115_3,00614.jpg,0.91225374
76,135,965,665,75_2,00615.jpg,0.9871917
61,66,737,430,98_8,00616.jpg,0.95095855
39,83,617,477,124_0,00617.jpg,0.9915705
42,216,998,619,89_7,00618.jpg,0.79682446
50,37,308,210,123_8,00619.jpg,0.9730566
107,110,994,717,58_8,00620.jpg,0.72984743
10,28,791,520,145_4,00621.jpg,0.91486114
35,64,549,375,52_7,00622.jpg,0.5717693
33,142,612,396,36_0,00623.jpg,0.55441594
52,58,446,231,84_6,00624.jpg,0.9138187
12,41,652,341,133_7,00625.jpg,0.97290015
30,44,384,243,54_8,00626.jpg,0.6864274
143,89,390,238,137_0,00627.jpg,0.9895244
16,20,291,220,91_8,00628.jpg,0.7849778
3,10,259,193,131_1,00629.jpg,0.3273737
133,79,660,551,76_1,00630.jpg,0.3810722
11,8,270,160,5_7,00631.jpg,0.62191594
59,224,869,575,24_7,00632.jpg,0.99287605
84,285,599,699,157_8,00633.jpg,0.96311617
15,31,286,148,9_2,00634.jpg,0.99649113
60,91,727,405,9_7,00635.jpg,0.94176733
37,51,370,268,153_9,00636.jpg,0.9997526
69,43,868,467,101_6,00637.jpg,0.99913687
3,41,258,157,13_7,00638.jpg,0.9916381
44,125,668,483,37_7,00639.jpg,0.96191627
33,177,583,422,150_4,00640.jpg,0.9806318
14,113,599,417,182_0,00641.jpg,0.9415685
37,54,261,175,23_1,00642.jpg,0.9884173
35,118,573,332,194_2,00643.jpg,0.5634979
55,138,588,349,109_8,00644.jpg,0.9480913
20,13,301,113,69_7,00645.jpg,0.675842
8,38,266,146,83_4,00646.jpg,0.8719149
169,428,1393,1001,51_8,00647.jpg,0.9988972
14,60,223,138,136_6,00648.jpg,0.99330324
64,153,818,423,140_7,00649.jpg,0.9690147
64,136,439,329,32_7,00650.jpg,0.48117855
8,147,782,511,182_8,00651.jpg,0.95600694
6,21,318,140,142_2,00652.jpg,0.9501848
15,46,194,109,16_8,00653.jpg,0.51187867
55,61,799,445,61_7,00654.jpg,0.92458254
82,185,928,579,175_1,00655.jpg,0.9977527
43,75,445,252,185_6,00656.jpg,0.9983255
6,15,271,160,38_7,00657.jpg,0.5546419
192,235,1260,878,164_7,00658.jpg,0.8643629
136,308,893,710,127_4,00659.jpg,0.7394885
173,132,497,296,11_2,00660.jpg,0.96398187
8,71,421,285,61_4,00661.jpg,0.588587
47,57,612,455,125_3,00662.jpg,0.4968881
49,91,675,322,84_6,00663.jpg,0.5277659
31,66,619,425,29_8,00664.jpg,0.9221185
12,46,239,154,156_8,00665.jpg,0.98775464
127,137,673,352,184_4,00666.jpg,0.8001125
21,44,453,318,135_8,00667.jpg,0.84520745
14,48,256,164,80_7,00668.jpg,0.59284973
12,41,246,186,70_7,00669.jpg,0.82760733
97,49,455,326,2_0,00670.jpg,0.9894804
24,91,506,270,137_0,00671.jpg,0.8551957
50,16,226,184,119_7,00672.jpg,0.75647044
25,1,259,189,86_1,00673.jpg,0.94822925
5,16,153,102,119_8,00674.jpg,0.9611614
103,289,1049,584,38_6,00675.jpg,0.9620279
35,107,620,389,61_7,00676.jpg,0.95181906
11,34,217,140,100_8,00677.jpg,0.70052207
105,400,978,692,27_1,00678.jpg,0.99939215
190,229,681,454,101_6,00679.jpg,0.9931787
59,52,247,155,136_6,00680.jpg,0.9812858
5,32,588,340,20_7,00681.jpg,0.9789883
11,15,297,201,90_7,00682.jpg,0.95247364
108,1,550,295,185_8,00683.jpg,0.9713066
68,37,698,446,25_6,00684.jpg,0.9981754
260,498,1700,1030,137_1,00685.jpg,0.8330193
30,52,385,190,15_6,00686.jpg,0.990767
167,84,854,575,140_7,00687.jpg,0.9524474
75,6,864,628,140_4,00688.jpg,0.51793075
59,63,369,293,24_4,00689.jpg,0.5541251
111,55,346,217,12_0,00690.jpg,0.9915987
84,189,573,376,2_8,00691.jpg,0.9795616
48,45,589,320,58_6,00692.jpg,0.9748157
64,103,934,617,86_1,00693.jpg,0.9965849
14,43,221,150,62_7,00694.jpg,0.6285319
87,80,567,458,111_5,00695.jpg,0.8601784
2,73,567,331,122_5,00696.jpg,0.6992612
16,55,560,382,4_7,00697.jpg,0.9446138
29,24,219,151,51_4,00698.jpg,0.62924904
37,36,609,376,129_8,00699.jpg,0.98333305
93,101,404,274,5_6,00700.jpg,0.99689794
22,49,276,181,31_4,00701.jpg,0.793993
567,449,1428,988,138_0,00702.jpg,0.99157625
21,137,472,337,115_7,00703.jpg,0.6609352
11,29,631,435,137_7,00704.jpg,0.5364158
17,8,343,248,95_2,00705.jpg,0.99610776
13,20,626,446,145_0,00706.jpg,0.9578028
26,32,677,418,1_7,00707.jpg,0.82903403
102,298,903,609,164_7,00708.jpg,0.95860976
129,256,729,498,36_8,00709.jpg,0.9846523
13,34,272,147,46_0,00710.jpg,0.9861119
29,19,623,405,169_6,00711.jpg,0.98792017
457,414,1308,951,149_7,00712.jpg,0.95220673
58,82,966,720,86_8,00713.jpg,0.743763
75,121,603,370,60_1,00714.jpg,0.99794096
47,89,690,441,114_3,00715.jpg,0.9254998
8,91,257,189,38_0,00716.jpg,0.9683077
21,31,609,359,106_0,00717.jpg,0.80133307
296,222,1121,607,145_0,00718.jpg,0.99520195
118,93,380,317,184_8,00719.jpg,0.55372494
10,62,152,117,80_7,00720.jpg,0.7013347
74,231,418,360,117_1,00721.jpg,0.99710566
62,102,565,405,74_0,00722.jpg,0.7954434
25,241,751,524,19_6,00723.jpg,0.99268323
100,27,238,125,51_6,00724.jpg,0.9956748
206,55,808,570,63_4,00725.jpg,0.9043976
7,85,246,182,165_0,00726.jpg,0.99124604
1,31,208,92,151_5,00727.jpg,0.99590224
38,66,266,181,73_2,00728.jpg,0.62993777
64,160,420,347,129_0,00729.jpg,0.63062584
30,56,619,395,159_0,00730.jpg,0.515652
30,37,608,331,103_6,00731.jpg,0.9983183
40,349,571,613,41_4,00732.jpg,0.7023723
289,136,555,306,24_7,00733.jpg,0.60092676
16,157,778,520,165_0,00734.jpg,0.6139757
10,60,894,506,130_5,00735.jpg,0.9972904
18,4,428,251,179_3,00736.jpg,0.4203973
39,12,216,187,88_8,00737.jpg,0.86668754
42,153,602,389,55_1,00738.jpg,0.9993326
29,86,601,373,58_8,00739.jpg,0.88798547
37,77,582,342,3_7,00740.jpg,0.94433427
41,81,629,410,111_6,00741.jpg,0.87844235
5,25,271,177,5_0,00742.jpg,0.8680662
45,115,627,455,87_8,00743.jpg,0.57433575
51,52,541,364,137_0,00744.jpg,0.95137495
32,72,591,386,61_8,00745.jpg,0.7684434
10,18,242,181,41_8,00746.jpg,0.99081147
213,307,763,557,167_7,00747.jpg,0.9960424
54,39,392,188,69_0,00748.jpg,0.9238503
15,36,271,154,44_0,00749.jpg,0.99289685
17,70,370,257,24_6,00750.jpg,0.9962507
66,247,978,527,55_6,00751.jpg,0.99643743
305,270,1439,959,168_1,00752.jpg,0.997259
68,128,549,419,106_8,00753.jpg,0.7832635
60,2,578,440,95_0,00754.jpg,0.5290735
30,32,593,296,12_9,00755.jpg,0.98730135
21,47,580,344,153_9,00756.jpg,0.999033
85,118,379,290,124_5,00757.jpg,0.98584753
30,154,771,502,49_6,00758.jpg,0.984962
25,99,602,388,47_8,00759.jpg,0.99038273
100,5,1179,862,170_8,00760.jpg,0.43187478
57,131,570,397,87_7,00761.jpg,0.57517827
6,106,611,372,172_6,00762.jpg,0.9730953
66,176,588,362,174_8,00763.jpg,0.9763149
8,106,391,262,165_8,00764.jpg,0.9668902
6,24,297,153,21_7,00765.jpg,0.95105
18,92,532,297,174_8,00766.jpg,0.9867836
106,73,805,546,22_3,00767.jpg,0.9999392
9,33,246,161,82_3,00768.jpg,0.5404354
61,222,959,569,61_7,00769.jpg,0.87235904
21,45,772,547,24_7,00770.jpg,0.97931004
22,59,626,412,168_1,00771.jpg,0.9898694
30,31,611,453,20_8,00772.jpg,0.8093393
33,50,197,150,1_8,00773.jpg,0.754821
45,199,615,432,91_8,00774.jpg,0.5797178
82,99,565,351,138_7,00775.jpg,0.89845455
15,45,639,420,119_8,00776.jpg,0.9534096
18,40,491,283,120_7,00777.jpg,0.51151824
60,17,455,322,180_8,00778.jpg,0.9507113
17,121,555,384,68_6,00779.jpg,0.8424419
36,63,478,234,18_7,00780.jpg,0.9656047
38,6,595,476,88_7,00781.jpg,0.6316097
68,95,593,319,101_6,00782.jpg,0.99961275
156,255,955,619,79_0,00783.jpg,0.97490275
42,163,725,382,103_6,00784.jpg,0.998403
19,96,469,266,22_0,00785.jpg,0.98993
13,32,774,529,191_2,00786.jpg,0.9347979
114,128,800,432,141_1,00787.jpg,0.5782918
30,105,294,233,115_7,00788.jpg,0.93624896
23,25,245,150,162_0,00789.jpg,0.91922516
124,406,1546,1120,131_8,00790.jpg,0.948424
9,61,334,199,135_6,00791.jpg,0.9885775
155,59,532,361,35_7,00792.jpg,0.9633249
7,50,394,261,24_8,00793.jpg,0.90144557
23,102,408,265,139_8,00794.jpg,0.99295264
9,30,251,169,51_0,00795.jpg,0.7856266
38,213,564,436,184_1,00796.jpg,0.9468178
135,62,922,611,191_4,00797.jpg,0.563525
10,1,576,261,27_4,00798.jpg,0.76819783
11,96,625,387,172_3,00799.jpg,0.9997032
3,73,211,148,107_7,00800.jpg,0.72884244
57,158,351,296,103_6,00801.jpg,0.9973436
45,140,357,247,163_8,00802.jpg,0.992144
36,36,549,457,24_0,00803.jpg,0.66534436
78,31,570,419,166_8,00804.jpg,0.6702072
15,32,296,149,190_4,00805.jpg,0.65318334
79,171,713,385,92_6,00806.jpg,0.9821263
13,87,630,401,121_0,00807.jpg,0.98503715
9,46,141,94,119_2,00808.jpg,0.34643832
58,13,579,414,160_5,00809.jpg,0.9482915
66,18,237,185,111_6,00810.jpg,0.9810662
49,114,577,367,117_3,00811.jpg,0.9780887
1,63,480,315,68_0,00812.jpg,0.9795293
32,93,941,696,139_1,00813.jpg,0.9906651
17,35,234,167,82_7,00814.jpg,0.70742863
34,74,473,273,137_4,00815.jpg,0.7243505
12,34,139,78,57_8,00816.jpg,0.7164511
28,96,477,317,143_7,00817.jpg,0.689919
57,220,673,468,160_5,00818.jpg,0.82922536
8,17,388,287,135_6,00819.jpg,0.98314226
30,116,963,523,63_4,00820.jpg,0.9385661
37,153,411,299,78_4,00821.jpg,0.86256856
391,169,859,401,152_3,00822.jpg,0.99146277
15,24,144,72,62_4,00823.jpg,0.44449323
174,243,846,546,114_0,00824.jpg,0.98869354
3,57,455,287,23_7,00825.jpg,0.70005304
120,90,610,359,110_2,00826.jpg,0.9832734
165,123,645,366,132_1,00827.jpg,0.9975805
4,91,600,308,163_4,00828.jpg,0.7559297
191,332,1027,663,63_7,00829.jpg,0.9591619
159,131,533,356,52_4,00830.jpg,0.89465296
51,55,618,377,61_0,00831.jpg,0.42149305
14,5,246,188,113_8,00832.jpg,0.8756748
102,85,463,360,135_6,00833.jpg,0.9910783
26,113,612,372,120_8,00834.jpg,0.90884906
80,158,453,345,24_8,00835.jpg,0.8941709
27,125,425,311,177_8,00836.jpg,0.9422096
44,112,633,374,78_7,00837.jpg,0.9831828
20,224,988,644,193_8,00838.jpg,0.981655
35,19,614,435,146_1,00839.jpg,0.95083064
105,104,626,312,58_7,00840.jpg,0.976157
41,67,432,286,151_6,00841.jpg,0.99561286
42,147,753,414,114_6,00842.jpg,0.9980217
17,31,342,242,159_4,00843.jpg,0.4588411
30,15,639,419,171_8,00844.jpg,0.8761866
52,16,246,168,188_7,00845.jpg,0.76558095
39,119,558,434,86_0,00846.jpg,0.8153009
56,23,415,334,159_7,00847.jpg,0.5419518
21,96,755,412,160_5,00848.jpg,0.96026653
1,125,549,372,60_6,00849.jpg,0.9779847
47,179,1227,812,134_6,00850.jpg,0.9959876
9,85,335,209,195_7,00851.jpg,0.9810565
30,308,1511,975,195_7,00852.jpg,0.97331715
35,258,1218,908,153_9,00853.jpg,0.9997789
45,41,420,280,71_8,00854.jpg,0.9500583
29,66,614,433,137_7,00855.jpg,0.90228873
51,105,341,189,41_1,00856.jpg,0.6739037
57,87,569,437,118_0,00857.jpg,0.9919886
139,416,1954,1149,2_7,00858.jpg,0.6529686
11,32,575,357,30_4,00859.jpg,0.8278712
273,145,658,366,104_6,00860.jpg,0.9973187
83,103,500,371,102_6,00861.jpg,0.99671954
36,47,964,444,119_7,00862.jpg,0.55158615
26,98,623,431,77_7,00863.jpg,0.78198296
25,128,959,450,103_6,00864.jpg,0.9994318
11,74,392,255,17_7,00865.jpg,0.84453523
11,79,627,480,52_4,00866.jpg,0.92872465
20,135,557,367,87_1,00867.jpg,0.967905
17,38,231,152,88_6,00868.jpg,0.8699051
35,75,592,334,187_7,00869.jpg,0.94004613
38,74,326,205,28_5,00870.jpg,0.93676394
373,350,780,631,45_8,00871.jpg,0.7193647
69,109,461,284,55_6,00872.jpg,0.9949012
517,291,765,462,163_7,00873.jpg,0.713924
49,142,426,307,70_7,00874.jpg,0.9195438
34,79,749,461,96_6,00875.jpg,0.98606086
51,121,588,387,75_0,00876.jpg,0.8931273
61,33,241,195,78_8,00877.jpg,0.91748184
101,162,882,650,6_9,00878.jpg,0.9994129
16,196,670,405,91_6,00879.jpg,0.9906697
16,99,439,254,8_3,00880.jpg,0.99948657
18,63,885,663,191_8,00881.jpg,0.9901771
140,122,1059,496,182_7,00882.jpg,0.65520746
14,29,643,408,131_7,00883.jpg,0.95482725
14,72,245,173,91_6,00884.jpg,0.9765719
51,31,565,352,193_7,00885.jpg,0.73511785
111,68,393,309,47_6,00886.jpg,0.99244857
6,9,124,89,1_4,00887.jpg,0.64354193
7,51,253,156,14_0,00888.jpg,0.95609725
34,400,1555,1153,163_7,00889.jpg,0.5215657
26,15,698,386,169_7,00890.jpg,0.8152557
93,106,1160,799,185_8,00891.jpg,0.98985684
32,48,1534,791,189_4,00892.jpg,0.71674764
28,134,410,316,107_0,00893.jpg,0.65904903
11,31,578,268,126_6,00894.jpg,0.8368647
24,108,709,375,133_1,00895.jpg,0.8966376
61,55,258,161,44_3,00896.jpg,0.99863106
30,34,513,274,44_4,00897.jpg,0.40077132
89,68,483,310,6_4,00898.jpg,0.6623182
60,93,657,353,20_0,00899.jpg,0.9552302
64,75,256,158,175_0,00900.jpg,0.9823612
160,59,759,346,144_6,00901.jpg,0.9962936
6,40,256,170,189_4,00902.jpg,0.7754037
316,393,1755,1074,99_0,00903.jpg,0.9106232
15,96,504,279,171_0,00904.jpg,0.49867085
26,81,615,365,73_6,00905.jpg,0.903139
68,52,435,331,188_7,00906.jpg,0.87565494
21,73,464,294,122_7,00907.jpg,0.7179437
18,71,632,390,53_7,00908.jpg,0.91524774
50,63,541,346,62_2,00909.jpg,0.8414332
33,2,593,456,40_0,00910.jpg,0.8393722
20,76,898,612,138_2,00911.jpg,0.54528034
82,33,542,234,7_7,00912.jpg,0.92052895
9,51,635,414,152_3,00913.jpg,0.99940145
40,283,1546,964,149_7,00914.jpg,0.9936898
206,222,746,467,95_7,00915.jpg,0.64047366
15,70,622,378,148_0,00916.jpg,0.5393281
11,51,442,198,92_7,00917.jpg,0.92226595
37,180,615,445,20_8,00918.jpg,0.9244456
127,155,525,383,132_8,00919.jpg,0.9893811
56,23,776,372,4_1,00920.jpg,0.9988594
88,367,1189,730,185_8,00921.jpg,0.987862
10,29,444,203,55_1,00922.jpg,0.99888986
13,23,150,82,51_4,00923.jpg,0.94564813
14,63,287,181,67_4,00924.jpg,0.5149519
3,135,1199,771,73_8,00925.jpg,0.979153
8,37,237,142,42_8,00926.jpg,0.9471351
25,68,618,365,174_8,00927.jpg,0.9937028
75,130,702,396,57_8,00928.jpg,0.9723016
22,29,498,204,66_9,00929.jpg,0.9946366
31,89,296,187,33_6,00930.jpg,0.77253807
86,194,570,426,191_1,00931.jpg,0.50204283
37,57,392,294,59_7,00932.jpg,0.74627954
48,36,576,469,181_8,00933.jpg,0.92421275
90,31,922,699,23_0,00934.jpg,0.8961164
3,77,615,463,146_5,00935.jpg,0.999691
8,13,644,255,15_4,00936.jpg,0.6223253
18,56,223,142,141_7,00937.jpg,0.88578826
69,59,736,415,43_4,00938.jpg,0.459501
11,95,619,301,171_8,00939.jpg,0.9723074
109,113,360,233,21_6,00940.jpg,0.993523
57,139,537,364,126_1,00941.jpg,0.5366774
226,220,926,543,62_7,00942.jpg,0.96575856
249,129,699,394,50_2,00943.jpg,0.99217856
248,169,737,454,46_0,00944.jpg,0.67781913
31,55,216,132,108_7,00945.jpg,0.5835689
48,24,441,202,1_9,00946.jpg,0.99083155
12,105,417,257,107_6,00947.jpg,0.9946068
7,69,250,176,80_0,00948.jpg,0.99116725
48,10,197,112,116_0,00949.jpg,0.9901344
193,196,1372,1075,191_8,00950.jpg,0.9280954
115,34,733,555,95_0,00951.jpg,0.97659063
10,26,274,162,195_7,00952.jpg,0.92683053
151,97,842,537,172_1,00953.jpg,0.9926156
22,12,685,330,195_4,00954.jpg,0.49477774
37,109,692,363,81_5,00955.jpg,0.9653206
8,17,590,298,20_8,00956.jpg,0.91892064
116,105,948,650,75_3,00957.jpg,0.55696017
143,229,971,598,192_6,00958.jpg,0.9983754
125,234,848,431,151_5,00959.jpg,0.89432764
3,56,251,148,108_7,00960.jpg,0.67045456
1,86,585,475,161_2,00961.jpg,0.757914
189,64,1363,883,189_4,00962.jpg,0.5943783
46,76,562,265,55_5,00963.jpg,0.6523545
32,70,370,287,116_8,00964.jpg,0.50474423
1,97,494,375,61_8,00965.jpg,0.98192513
18,89,626,416,27_6,00966.jpg,0.89005244
57,108,551,400,68_0,00967.jpg,0.96332
8,67,800,511,61_0,00968.jpg,0.84116954
367,292,1199,749,96_4,00969.jpg,0.9187869
23,27,555,326,52_7,00970.jpg,0.58667535
32,178,597,397,34_6,00971.jpg,0.9143959
187,91,509,315,169_2,00972.jpg,0.99711597
41,26,842,262,92_6,00973.jpg,0.9800669
26,118,445,306,115_6,00974.jpg,0.87389463
44,136,581,362,16_1,00975.jpg,0.59513223
25,64,255,138,190_7,00976.jpg,0.75276124
127,61,597,344,33_8,00977.jpg,0.9569706
83,106,732,434,62_0,00978.jpg,0.996241
37,126,963,734,87_0,00979.jpg,0.90381783
133,165,769,535,101_6,00980.jpg,0.99899966
28,68,1978,1038,50_2,00981.jpg,0.98030156
16,52,259,174,156_7,00982.jpg,0.9052118
78,21,521,283,128_6,00983.jpg,0.9942526
128,250,899,571,181_7,00984.jpg,0.9790592
79,64,281,190,37_6,00985.jpg,0.43346626
30,114,1001,765,133_7,00986.jpg,0.9684381
10,25,310,221,40_1,00987.jpg,0.9582918
394,379,1624,1033,23_1,00988.jpg,0.9631459
9,34,253,157,53_0,00989.jpg,0.99404883
5,99,638,324,161_8,00990.jpg,0.94938314
108,62,391,327,31_7,00991.jpg,0.9125306
59,106,581,309,168_6,00992.jpg,0.955513
20,222,948,654,115_1,00993.jpg,0.9908022
55,297,664,600,112_1,00994.jpg,0.795116
75,186,596,571,63_7,00995.jpg,0.92905265
3,70,333,212,104_6,00996.jpg,0.9980452
11,84,253,182,60_6,00997.jpg,0.9636677
96,3,635,445,58_7,00998.jpg,0.9069833
79,75,585,355,58_7,00999.jpg,0.77742684
214,382,1459,1117,119_8,01000.jpg,0.98487407
36,13,611,302,43_7,01001.jpg,0.9375843
43,96,561,359,43_0,01002.jpg,0.80327356
197,237,546,386,192_8,01003.jpg,0.5463925
22,22,255,172,56_0,01004.jpg,0.85433596
15,86,294,214,65_6,01005.jpg,0.9611299
128,82,1952,1395,170_6,01006.jpg,0.918528
61,189,976,656,137_0,01007.jpg,0.89400864
45,203,982,564,43_4,01008.jpg,0.8150997
39,100,479,317,70_7,01009.jpg,0.525361
6,3,932,639,6_9,01010.jpg,0.9991991
248,147,554,323,101_6,01011.jpg,0.9789382
58,72,763,529,6_9,01012.jpg,0.9996612
63,72,250,149,152_3,01013.jpg,0.9993186
140,114,1335,917,100_8,01014.jpg,0.729034
42,111,777,562,194_8,01015.jpg,0.61082584
482,134,1382,739,170_0,01016.jpg,0.9677367
39,84,994,656,127_2,01017.jpg,0.98675716
89,209,730,482,162_7,01018.jpg,0.6656088
219,213,1156,543,168_6,01019.jpg,0.9773555
81,96,556,385,83_7,01020.jpg,0.8427212
10,13,247,182,162_0,01021.jpg,0.9612879
110,31,833,422,23_6,01022.jpg,0.9939581
423,339,1059,619,26_7,01023.jpg,0.52448076
9,67,397,239,155_1,01024.jpg,0.99499905
37,74,756,356,129_7,01025.jpg,0.98617876
1,51,258,172,53_6,01026.jpg,0.956996
34,88,750,540,50_6,01027.jpg,0.96560127
71,144,1101,712,180_7,01028.jpg,0.6702167
6,47,316,235,70_0,01029.jpg,0.7544167
25,67,619,432,143_7,01030.jpg,0.80325913
130,10,839,346,2_7,01031.jpg,0.9643021
34,52,442,319,54_0,01032.jpg,0.98224694
49,279,2791,1870,61_8,01033.jpg,0.9730042
115,63,817,324,2_7,01034.jpg,0.79420716
127,99,521,366,135_7,01035.jpg,0.9621912
24,50,258,171,27_8,01036.jpg,0.9259121
17,29,640,445,127_4,01037.jpg,0.8170413
105,78,1330,817,182_8,01038.jpg,0.62034816
70,116,465,308,41_1,01039.jpg,0.98178273
28,21,105,79,88_8,01040.jpg,0.9285585
27,87,623,402,119_8,01041.jpg,0.96029454
23,78,383,254,73_0,01042.jpg,0.95669425
199,184,1116,809,124_8,01043.jpg,0.9023512
33,57,608,429,91_7,01044.jpg,0.62397826
44,103,596,376,149_6,01045.jpg,0.9713013
58,46,454,393,193_6,01046.jpg,0.992254
30,34,232,157,82_1,01047.jpg,0.50340784
21,105,619,372,20_0,01048.jpg,0.5496691
187,133,1504,891,167_7,01049.jpg,0.94812137
157,172,693,441,132_6,01050.jpg,0.9232188
6,35,624,316,42_1,01051.jpg,0.99898535
150,33,1729,1008,152_3,01052.jpg,0.9998103
9,88,340,241,171_6,01053.jpg,0.9978148
38,212,797,482,43_6,01054.jpg,0.9977831
27,20,288,198,111_7,01055.jpg,0.96731335
108,68,693,304,135_6,01056.jpg,0.935787
6,178,588,386,79_7,01057.jpg,0.8662051
14,97,493,359,93_8,01058.jpg,0.98943627
25,112,579,289,26_1,01059.jpg,0.6639526
12,34,423,239,69_8,01060.jpg,0.6813414
3,64,258,181,32_7,01061.jpg,0.5622795
2,169,629,369,61_7,01062.jpg,0.945588
351,286,3753,2243,78_2,01063.jpg,0.42212585
4,37,319,217,37_7,01064.jpg,0.92942446
277,454,1504,1069,34_7,01065.jpg,0.925225
33,139,659,390,150_4,01066.jpg,0.992668
28,89,452,345,114_8,01067.jpg,0.967986
86,160,1549,1090,191_4,01068.jpg,0.45613107
17,34,993,563,81_0,01069.jpg,0.89381754
52,59,438,288,86_2,01070.jpg,0.6052266
30,209,1014,589,60_5,01071.jpg,0.99671495
12,21,320,218,17_3,01072.jpg,0.97791666
8,63,545,314,24_4,01073.jpg,0.77570045
127,627,1993,1308,69_4,01074.jpg,0.76418746
4,8,290,176,111_0,01075.jpg,0.80677897
393,201,639,310,39_8,01076.jpg,0.9355376
81,258,717,465,45_7,01077.jpg,0.8300342
68,191,946,646,167_1,01078.jpg,0.9992126
51,151,732,430,37_7,01079.jpg,0.93331665
49,40,591,369,192_0,01080.jpg,0.8992015
22,47,278,213,196_0,01081.jpg,0.9404321
63,38,429,305,92_4,01082.jpg,0.8524572
12,33,438,241,113_6,01083.jpg,0.9960961
45,37,566,304,49_6,01084.jpg,0.9924654
11,136,392,254,55_6,01086.jpg,0.99877816
21,35,361,212,73_6,01087.jpg,0.77871144
70,57,429,267,159_0,01088.jpg,0.9466579
196,172,1396,890,30_4,01089.jpg,0.7977422
15,57,528,299,153_9,01090.jpg,0.9981901
105,167,582,307,22_4,01091.jpg,0.43593842
24,187,586,483,25_7,01092.jpg,0.5985326
2,79,479,359,93_5,01093.jpg,0.972828
2,7,300,225,22_7,01094.jpg,0.96825135
128,272,1150,785,56_0,01095.jpg,0.9717235
17,57,630,399,159_7,01096.jpg,0.8183114
91,99,529,381,18_3,01097.jpg,0.4403793
37,315,1181,727,112_6,01098.jpg,0.9970362
246,681,1344,1069,45_8,01099.jpg,0.97085404
170,198,1084,843,131_7,01100.jpg,0.9936039
155,73,489,238,104_6,01101.jpg,0.9919573
3,5,198,118,86_2,01102.jpg,0.97005534
14,35,261,169,48_8,01103.jpg,0.8841063
54,16,569,332,185_6,01104.jpg,0.9985637
61,46,682,336,7_7,01105.jpg,0.85879093
126,234,809,509,167_5,01106.jpg,0.9861048
22,141,1011,485,66_0,01107.jpg,0.9772866
12,166,472,295,55_1,01108.jpg,0.9996182
578,169,1427,925,167_6,01109.jpg,0.5968425
70,260,1003,627,184_8,01110.jpg,0.85032386
31,124,414,279,189_4,01111.jpg,0.817931
199,192,908,617,193_5,01112.jpg,0.9927007
9,14,262,189,88_7,01113.jpg,0.48955014
78,31,435,329,71_8,01114.jpg,0.83193123
